event_date,upid,event_name,device_category,event_ts,params_key,string_value,int_value,float_value,double_value,traffic_source_name,traffic_source_medium,traffic_source_source
2025-11-11,u105,page_view,desktop,2025-11-10 16:04:50.000000 UTC,ga_session_id,,3458771131684063572,,,twitter,referral,t.co
2025-11-11,u108,dummy_event_03,desktop,2025-11-10 16:08:08.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u113,page_view,tablet,2025-11-10 16:09:46.000000 UTC,page_location,/official-events/1244,,,,twitter,referral,t.co
2025-11-11,u115,purchase,mobile,2025-11-10 16:12:15.000000 UTC,ga_session_id,,1970559257251276214,,,direct,(none),(direct)
2025-11-11,u118,OfficialEventsClick,mobile,2025-11-10 16:13:21.000000 UTC,page_location,/surveys/118/responses/new,,,,line,cpc,line.me
2025-11-11,u119,page_view,tablet,2025-11-10 16:13:33.000000 UTC,page_location,/official-events/1311?utm_source=twitter&utm_medium=cpc&utm_campaign=winter_push,,,,direct,(none),(direct)
2025-11-11,u122,page_view,tablet,2025-11-10 16:15:14.000000 UTC,ga_session_id,,4497171788984610531,,,line,cpc,line.me
2025-11-11,u125,page_view,tablet,2025-11-10 16:17:50.000000 UTC,ga_session_id,,4089986800482135158,,,twitter,referral,t.co
2025-11-11,u125,purchase,tablet,2025-11-10 16:18:25.000000 UTC,page_location,/checkout/complete,,,,twitter,referral,t.co
2025-11-11,u130,dummy_event_05,mobile,2025-11-10 16:21:44.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u132,purchase,desktop,2025-11-10 16:22:44.000000 UTC,page_location,/checkout/complete,,,,google,organic,google
2025-11-11,u148,OfficialEventsClick,mobile,2025-11-10 16:31:51.000000 UTC,page_location,/surveys/148/responses/new,,,,google,organic,google
2025-11-11,u149,OfficialEventsClick,tablet,2025-11-10 16:32:28.000000 UTC,page_location,/surveys/149/responses/new,,,,twitter,referral,t.co
2025-11-11,u151,page_view,mobile,2025-11-10 16:33:52.000000 UTC,page_location,/surveys/151/responses/1057,,,,direct,(none),(direct)
2025-11-11,u155,dummy_event_06,tablet,2025-11-10 16:37:10.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u158,OfficialEventsClick,tablet,2025-11-10 16:38:01.000000 UTC,ga_session_id,,2028262466074808025,,,line,cpc,line.me
2025-11-11,u159,page_view,desktop,2025-11-10 16:39:03.000000 UTC,page_location,/surveys/159/content,,,,direct,(none),(direct)
2025-11-11,u159,purchase,desktop,2025-11-10 16:39:23.000000 UTC,revenue,,8027,,,direct,(none),(direct)
2025-11-11,u160,login,mobile,2025-11-10 16:39:05.000000 UTC,ga_session_id,,1354913899243996438,,,google,organic,google
2025-11-11,u166,dummy_event_05,mobile,2025-11-10 16:43:56.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u168,page_view,desktop,2025-11-10 16:43:46.000000 UTC,page_location,/official-events/1850?utm_source=twitter&utm_medium=cpc&utm_campaign=spring_sale,,,,google,organic,google
2025-11-11,u169,page_view,mobile,2025-11-10 16:44:13.000000 UTC,ga_session_id,,8649121025661323745,,,twitter,referral,t.co
2025-11-11,u173,OfficialEventsClick,tablet,2025-11-10 16:47:16.000000 UTC,page_location,/surveys/173/responses/new,,,,twitter,referral,t.co
2025-11-11,u184,dummy_event_04,mobile,2025-11-10 16:55:01.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u186,page_view,desktop,2025-11-10 16:55:27.000000 UTC,page_location,/surveys/186/responses/1302,,,,line,cpc,line.me
2025-11-11,u186,dummy_event_05,desktop,2025-11-10 16:56:16.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u193,page_view,mobile,2025-11-10 17:00:01.000000 UTC,ga_session_id,,1336486910412547550,,,twitter,referral,t.co
2025-11-11,u194,page_view,tablet,2025-11-10 16:59:58.000000 UTC,page_location,/user/add,,,,line,cpc,line.me
2025-11-11,u198,OfficialEventsClick,desktop,2025-11-10 17:02:56.000000 UTC,Click_Classes,squareBtnM,,,,line,cpc,line.me
2025-11-11,u203,login,tablet,2025-11-10 17:05:36.000000 UTC,ga_session_id,,5481471181604573532,,,direct,(none),(direct)
2025-11-11,u204,purchase,desktop,2025-11-10 17:07:08.000000 UTC,ga_session_id,,7707092910238462114,,,google,organic,google
2025-11-11,u209,dummy_event_06,tablet,2025-11-10 17:10:28.000000 UTC,ga_session_id,,5683617115693522512,,,twitter,referral,t.co
2025-11-11,u212,purchase,tablet,2025-11-10 17:12:04.000000 UTC,ga_session_id,,6671766268173706292,,,google,organic,google
2025-11-11,u214,dummy_event_04,mobile,2025-11-10 17:13:31.000000 UTC,ga_session_id,,6979282442532045232,,,line,cpc,line.me
2025-11-11,u216,OfficialEventsClick,desktop,2025-11-10 17:14:02.000000 UTC,page_location,/surveys/216/responses/1512,,,,google,organic,google
2025-11-11,u218,page_view,tablet,2025-11-10 17:14:36.000000 UTC,page_location,/official-events/400,,,,line,cpc,line.me
2025-11-11,u227,purchase,tablet,2025-11-10 17:21:19.000000 UTC,page_location,/checkout/complete,,,,direct,(none),(direct)
2025-11-11,u228,dummy_event_02,desktop,2025-11-10 17:22:07.000000 UTC,ga_session_id,,3493198183942181094,,,google,organic,google
2025-11-11,u232,OfficialEventsClick,mobile,2025-11-10 17:23:39.000000 UTC,Click_Classes,participateBtn,,,,google,organic,google
2025-11-11,u232,purchase,mobile,2025-11-10 17:24:24.000000 UTC,revenue,,14800,,,google,organic,google
2025-11-11,u234,dummy_event_03,desktop,2025-11-10 17:25:50.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u237,OfficialEventsClick,desktop,2025-11-10 17:26:44.000000 UTC,page_location,/surveys/237/responses/new,,,,twitter,referral,t.co
2025-11-11,u238,dummy_event_05,mobile,2025-11-10 17:28:20.000000 UTC,ga_session_id,,9134397375297852747,,,line,cpc,line.me
2025-11-11,u243,dummy_event_03,desktop,2025-11-10 17:31:23.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u251,dummy_event_06,tablet,2025-11-10 17:36:22.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u256,page_view,mobile,2025-11-10 17:38:22.000000 UTC,page_location,/surveys/256/responses/new,,,,google,organic,google
2025-11-11,u263,page_view,tablet,2025-11-10 17:42:11.000000 UTC,page_location,/official-events/893?utm_source=twitter&utm_medium=cpc&utm_campaign=spring_sale,,,,direct,(none),(direct)
2025-11-11,u269,page_view,tablet,2025-11-10 17:45:58.000000 UTC,ga_session_id,,3648377932084897575,,,twitter,referral,t.co
2025-11-11,u272,page_view,tablet,2025-11-10 17:47:49.000000 UTC,ga_session_id,,3852019279650741624,,,google,organic,google
2025-11-11,u274,page_view,mobile,2025-11-10 17:49:18.000000 UTC,ga_session_id,,6989910032617713573,,,line,cpc,line.me
2025-11-11,u280,dummy_event_06,mobile,2025-11-10 17:54:15.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u287,dummy_event_03,tablet,2025-11-10 17:58:31.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u296,page_view,tablet,2025-11-10 18:03:17.000000 UTC,page_location,/surveys/296/responses/2072,,,,google,organic,google
2025-11-11,u298,OfficialEventsClick,mobile,2025-11-10 18:04:36.000000 UTC,ga_session_id,,887192718798553696,,,line,cpc,line.me
2025-11-11,u302,dummy_event_04,tablet,2025-11-10 18:07:47.000000 UTC,ga_session_id,,3858515852888699023,,,line,cpc,line.me
2025-11-11,u302,dummy_event_05,tablet,2025-11-10 18:07:48.000000 UTC,ga_session_id,,3858515852888699023,,,line,cpc,line.me
2025-11-11,u303,page_view,desktop,2025-11-10 18:06:56.000000 UTC,page_location,/official-events/1334,,,,direct,(none),(direct)
2025-11-11,u304,dummy_event_03,mobile,2025-11-10 18:09:00.000000 UTC,ga_session_id,,7442379269072892685,,,google,organic,google
2025-11-11,u304,dummy_event_05,mobile,2025-11-10 18:09:02.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u314,purchase,tablet,2025-11-10 18:14:58.000000 UTC,page_location,/checkout/complete,,,,line,cpc,line.me
2025-11-11,u314,purchase,tablet,2025-11-10 18:14:58.000000 UTC,revenue,,1757,,,line,cpc,line.me
2025-11-11,u315,dummy_event_03,desktop,2025-11-10 18:15:47.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u320,dummy_event_06,tablet,2025-11-10 18:18:55.000000 UTC,ga_session_id,,7632237181981029902,,,google,organic,google
2025-11-11,u327,dummy_event_06,desktop,2025-11-10 18:23:14.000000 UTC,ga_session_id,,8476271283389181978,,,direct,(none),(direct)
2025-11-11,u329,dummy_event_03,tablet,2025-11-10 18:24:25.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u338,page_view,tablet,2025-11-10 18:29:11.000000 UTC,page_location,/surveys/338/responses/2366,,,,line,cpc,line.me
2025-11-11,u346,dummy_event_06,mobile,2025-11-10 18:34:57.000000 UTC,ga_session_id,,1439820676844051291,,,line,cpc,line.me
2025-11-11,u348,purchase,desktop,2025-11-10 18:35:56.000000 UTC,revenue,,16405,,,google,organic,google
2025-11-11,u350,dummy_event_04,tablet,2025-11-10 18:37:23.000000 UTC,ga_session_id,,2958791499228469517,,,line,cpc,line.me
2025-11-11,u352,page_view,mobile,2025-11-10 18:37:14.000000 UTC,page_location,/official-events/1874?utm_source=twitter&utm_medium=cpc&utm_campaign=summer_event,,,,google,organic,google
2025-11-11,u356,login,tablet,2025-11-10 18:39:57.000000 UTC,page_location,/user/add,,,,google,organic,google
2025-11-11,u362,page_view,tablet,2025-11-10 18:43:44.000000 UTC,page_location,/surveys/362/responses/new,,,,line,cpc,line.me
2025-11-11,u363,dummy_event_05,desktop,2025-11-10 18:45:25.000000 UTC,ga_session_id,,1892984881806121179,,,direct,(none),(direct)
2025-11-11,u369,dummy_event_03,desktop,2025-11-10 18:49:05.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u370,page_view,mobile,2025-11-10 18:49:10.000000 UTC,page_location,/surveys/370/content,,,,line,cpc,line.me
2025-11-11,u374,page_view,tablet,2025-11-10 18:50:48.000000 UTC,page_location,/official-events/116?utm_source=instagram&utm_medium=cpc&utm_campaign=autumn_launch,,,,line,cpc,line.me
2025-11-11,u379,dummy_event_03,mobile,2025-11-10 18:55:15.000000 UTC,ga_session_id,,3054959955012183751,,,direct,(none),(direct)
2025-11-11,u381,page_view,desktop,2025-11-10 18:55:02.000000 UTC,ga_session_id,,6061915503071397001,,,twitter,referral,t.co
2025-11-11,u381,OfficialEventsClick,desktop,2025-11-10 18:55:47.000000 UTC,ga_session_id,,6061915503071397001,,,twitter,referral,t.co
2025-11-11,u382,dummy_event_06,mobile,2025-11-10 18:57:09.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u383,page_view,tablet,2025-11-10 18:56:16.000000 UTC,page_location,/official-events/214?utm_source=instagram&utm_medium=cpc&utm_campaign=winter_push,,,,direct,(none),(direct)
2025-11-11,u386,dummy_event_04,tablet,2025-11-10 18:59:35.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u393,page_view,desktop,2025-11-10 19:02:26.000000 UTC,ga_session_id,,1567341618225068807,,,twitter,referral,t.co
2025-11-11,u395,OfficialEventsClick,tablet,2025-11-10 19:04:25.000000 UTC,page_location,/surveys/395/responses/2765,,,,direct,(none),(direct)
2025-11-11,u405,dummy_event_02,desktop,2025-11-10 19:11:16.000000 UTC,ga_session_id,,2372889638406293748,,,twitter,referral,t.co
2025-11-11,u406,page_view,mobile,2025-11-10 19:10:22.000000 UTC,page_location,/official-events/466,,,,line,cpc,line.me
2025-11-11,u417,page_view,desktop,2025-11-10 19:17:14.000000 UTC,ga_session_id,,8010111494757139582,,,twitter,referral,t.co
2025-11-11,u419,dummy_event_02,tablet,2025-11-10 19:19:54.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u421,page_view,mobile,2025-11-10 19:20:37.000000 UTC,ga_session_id,,5344457402817302389,,,twitter,referral,t.co
2025-11-11,u428,page_view,tablet,2025-11-10 19:23:56.000000 UTC,ga_session_id,,7148772509547393837,,,google,organic,google
2025-11-11,u429,page_view,desktop,2025-11-10 19:25:18.000000 UTC,ga_session_id,,1973156180625438262,,,twitter,referral,t.co
2025-11-11,u438,OfficialEventsClick,desktop,2025-11-10 19:30:41.000000 UTC,Click_Classes,participateBtn,,,,line,cpc,line.me
2025-11-11,u438,dummy_event_04,desktop,2025-11-10 19:31:39.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u439,page_view,mobile,2025-11-10 19:30:53.000000 UTC,ga_session_id,,7663625263683978124,,,direct,(none),(direct)
2025-11-11,u439,dummy_event_03,mobile,2025-11-10 19:32:15.000000 UTC,ga_session_id,,7663625263683978124,,,direct,(none),(direct)
2025-11-11,u458,page_view,tablet,2025-11-10 19:42:36.000000 UTC,page_location,/official-events/1040?utm_source=instagram&utm_medium=cpc&utm_campaign=winter_push,,,,line,cpc,line.me
2025-11-11,u471,page_view,desktop,2025-11-10 19:50:37.000000 UTC,page_location,/official-events/1183,,,,direct,(none),(direct)
2025-11-11,u487,page_view,mobile,2025-11-10 20:00:24.000000 UTC,page_location,/official-events/1358?utm_source=twitter&utm_medium=cpc&utm_campaign=winter_push,,,,direct,(none),(direct)
2025-11-11,u494,OfficialEventsClick,tablet,2025-11-10 20:05:13.000000 UTC,Click_Classes,participateBtn,,,,line,cpc,line.me
2025-11-11,u496,page_view,mobile,2025-11-10 20:06:22.000000 UTC,page_location,/surveys/496/responses/new,,,,google,organic,google
2025-11-11,u503,OfficialEventsClick,tablet,2025-11-10 20:10:46.000000 UTC,page_location,/surveys/3/responses/new,,,,direct,(none),(direct)
2025-11-11,u512,dummy_event_04,tablet,2025-11-10 20:17:17.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u516,dummy_event_03,desktop,2025-11-10 20:19:44.000000 UTC,ga_session_id,,411743987283507418,,,google,organic,google
2025-11-11,u522,dummy_event_03,desktop,2025-11-10 20:23:26.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u536,OfficialEventsClick,tablet,2025-11-10 20:31:22.000000 UTC,page_location,/surveys/36/responses/3752,,,,google,organic,google
2025-11-11,u538,dummy_event_03,mobile,2025-11-10 20:33:18.000000 UTC,ga_session_id,,7624919502370845078,,,line,cpc,line.me
2025-11-11,u541,page_view,mobile,2025-11-10 20:33:42.000000 UTC,ga_session_id,,3656658055285494842,,,twitter,referral,t.co
2025-11-11,u543,OfficialEventsClick,desktop,2025-11-10 20:35:41.000000 UTC,ga_session_id,,1829087002712082458,,,direct,(none),(direct)
2025-11-11,u547,page_view,mobile,2025-11-10 20:37:39.000000 UTC,ga_session_id,,5273971636561367922,,,direct,(none),(direct)
2025-11-11,u561,dummy_event_02,desktop,2025-11-10 20:47:28.000000 UTC,ga_session_id,,7757355541223749392,,,twitter,referral,t.co
2025-11-11,u570,page_view,desktop,2025-11-10 20:52:30.000000 UTC,page_location,/surveys/70/content,,,,line,cpc,line.me
2025-11-11,u573,dummy_event_05,desktop,2025-11-10 20:54:55.000000 UTC,ga_session_id,,8987244623736983105,,,twitter,referral,t.co
2025-11-11,u576,dummy_event_06,desktop,2025-11-10 20:56:47.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u579,dummy_event_03,desktop,2025-11-10 20:58:35.000000 UTC,ga_session_id,,7858372382330166341,,,direct,(none),(direct)
2025-11-11,u580,page_view,mobile,2025-11-10 20:58:25.000000 UTC,page_location,/surveys/80/responses/4060,,,,google,organic,google
2025-11-11,u583,purchase,mobile,2025-11-10 21:00:51.000000 UTC,revenue,,14607,,,direct,(none),(direct)
2025-11-11,u589,page_view,mobile,2025-11-10 21:03:13.000000 UTC,ga_session_id,,4850545896505559652,,,twitter,referral,t.co
2025-11-11,u594,page_view,desktop,2025-11-10 21:06:38.000000 UTC,page_location,/new_users/which,,,,line,cpc,line.me
2025-11-11,u595,page_view,mobile,2025-11-10 21:07:00.000000 UTC,ga_session_id,,3478338759169955849,,,direct,(none),(direct)
2025-11-11,u595,page_view,mobile,2025-11-10 21:07:25.000000 UTC,ga_session_id,,3478338759169955849,,,direct,(none),(direct)
2025-11-11,u595,page_view,mobile,2025-11-10 21:07:40.000000 UTC,ga_session_id,,3478338759169955849,,,direct,(none),(direct)
2025-11-11,u598,dummy_event_03,mobile,2025-11-10 21:10:18.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u599,login,tablet,2025-11-10 21:09:48.000000 UTC,ga_session_id,,3516893083620423283,,,direct,(none),(direct)
2025-11-11,u600,page_view,desktop,2025-11-10 21:10:45.000000 UTC,ga_session_id,,907297918068335981,,,google,organic,google
2025-11-11,u1,dummy_event_04,mobile,2025-11-10 15:02:10.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u2,page_view,tablet,2025-11-10 15:01:44.000000 UTC,page_location,/surveys/2/responses/new,,,,line,cpc,line.me
2025-11-11,u6,login,desktop,2025-11-10 15:04:07.000000 UTC,page_location,/user/add,,,,line,cpc,line.me
2025-11-11,u9,purchase,desktop,2025-11-10 15:06:53.000000 UTC,ga_session_id,,7555040489259707360,,,twitter,referral,t.co
2025-11-11,u15,dummy_event_02,desktop,2025-11-10 15:10:46.000000 UTC,ga_session_id,,6039314791364979989,,,direct,(none),(direct)
2025-11-11,u20,page_view,tablet,2025-11-10 15:13:20.000000 UTC,ga_session_id,,2324597195785258414,,,google,organic,google
2025-11-11,u21,OfficialEventsClick,desktop,2025-11-10 15:13:32.000000 UTC,page_location,/surveys/21/responses/new,,,,twitter,referral,t.co
2025-11-11,u25,dummy_event_06,mobile,2025-11-10 15:17:00.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u31,dummy_event_02,mobile,2025-11-10 15:20:38.000000 UTC,ga_session_id,,8272017565033386316,,,direct,(none),(direct)
2025-11-11,u35,page_view,tablet,2025-11-10 15:21:40.000000 UTC,ga_session_id,,2450316284939556043,,,direct,(none),(direct)
2025-11-11,u35,page_view,tablet,2025-11-10 15:21:45.000000 UTC,page_location,/official-events/387,,,,direct,(none),(direct)
2025-11-11,u35,OfficialEventsClick,tablet,2025-11-10 15:22:25.000000 UTC,page_location,/surveys/35/responses/245,,,,direct,(none),(direct)
2025-11-11,u37,page_view,mobile,2025-11-10 15:23:09.000000 UTC,ga_session_id,,7977925440774881580,,,twitter,referral,t.co
2025-11-11,u40,page_view,mobile,2025-11-10 15:25:10.000000 UTC,page_location,/surveys/40/responses/new,,,,google,organic,google
2025-11-11,u47,purchase,tablet,2025-11-10 15:30:19.000000 UTC,revenue,,14465,,,direct,(none),(direct)
2025-11-11,u49,page_view,mobile,2025-11-10 15:30:23.000000 UTC,ga_session_id,,3833790327820235795,,,twitter,referral,t.co
2025-11-11,u51,page_view,desktop,2025-11-10 15:32:12.000000 UTC,ga_session_id,,7102565930464873735,,,direct,(none),(direct)
2025-11-11,u54,dummy_event_02,desktop,2025-11-10 15:34:49.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u54,dummy_event_05,desktop,2025-11-10 15:34:52.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u57,dummy_event_04,desktop,2025-11-10 15:36:42.000000 UTC,ga_session_id,,3748277574275340333,,,twitter,referral,t.co
2025-11-11,u62,dummy_event_03,tablet,2025-11-10 15:39:46.000000 UTC,ga_session_id,,4674696213035133718,,,line,cpc,line.me
2025-11-11,u63,page_view,desktop,2025-11-10 15:39:36.000000 UTC,ga_session_id,,5057401229664588398,,,direct,(none),(direct)
2025-11-11,u64,page_view,mobile,2025-11-10 15:40:13.000000 UTC,page_location,/surveys/64/responses/448,,,,google,organic,google
2025-11-11,u67,dummy_event_03,mobile,2025-11-10 15:42:51.000000 UTC,ga_session_id,,2338879667783643305,,,direct,(none),(direct)
2025-11-11,u73,page_view,mobile,2025-11-10 15:45:31.000000 UTC,ga_session_id,,5344587255512482784,,,twitter,referral,t.co
2025-11-11,u82,purchase,mobile,2025-11-10 15:51:54.000000 UTC,revenue,,3530,,,line,cpc,line.me
2025-11-11,u83,dummy_event_03,tablet,2025-11-10 15:52:43.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u88,page_view,mobile,2025-11-10 15:54:46.000000 UTC,ga_session_id,,6097455823778202710,,,google,organic,google
2025-11-11,u90,purchase,desktop,2025-11-10 15:56:50.000000 UTC,page_location,/checkout/complete,,,,line,cpc,line.me
2025-11-11,u94,page_view,mobile,2025-11-10 15:58:03.000000 UTC,page_location,/official-events/1035?utm_source=instagram&utm_medium=cpc&utm_campaign=winter_push,,,,line,cpc,line.me
2025-11-11,u94,OfficialEventsClick,mobile,2025-11-10 15:58:48.000000 UTC,Click_Classes,squareBtnM,,,,line,cpc,line.me
2025-11-11,u96,dummy_event_04,desktop,2025-11-10 16:00:45.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u101,dummy_event_05,tablet,2025-11-10 16:03:51.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u104,dummy_event_05,tablet,2025-11-10 16:05:42.000000 UTC,ga_session_id,,7502949534467435244,,,google,organic,google
2025-11-11,u108,purchase,desktop,2025-11-10 16:07:56.000000 UTC,page_location,/checkout/complete,,,,google,organic,google
2025-11-11,u108,dummy_event_05,desktop,2025-11-10 16:08:10.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u111,OfficialEventsClick,desktop,2025-11-10 16:09:17.000000 UTC,Click_Classes,squareBtnM,,,,direct,(none),(direct)
2025-11-11,u121,OfficialEventsClick,mobile,2025-11-10 16:15:12.000000 UTC,Click_Classes,participateBtn,,,,twitter,referral,t.co
2025-11-11,u124,page_view,mobile,2025-11-10 16:17:13.000000 UTC,page_location,/surveys/124/responses/868,,,,google,organic,google
2025-11-11,u124,page_view,mobile,2025-11-10 16:17:28.000000 UTC,ga_session_id,,3987139087894843248,,,google,organic,google
2025-11-11,u126,dummy_event_04,desktop,2025-11-10 16:19:15.000000 UTC,ga_session_id,,4718221781813182610,,,line,cpc,line.me
2025-11-11,u129,dummy_event_06,desktop,2025-11-10 16:21:08.000000 UTC,ga_session_id,,2976662487019415364,,,twitter,referral,t.co
2025-11-11,u134,dummy_event_05,tablet,2025-11-10 16:24:12.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u135,dummy_event_05,desktop,2025-11-10 16:24:49.000000 UTC,page_location,/home,,,,direct,(none),(direct)
2025-11-11,u143,dummy_event_03,tablet,2025-11-10 16:29:43.000000 UTC,ga_session_id,,1615972284363633844,,,direct,(none),(direct)
2025-11-11,u146,page_view,tablet,2025-11-10 16:30:07.000000 UTC,page_location,/official-events/1607?utm_source=twitter&utm_medium=cpc&utm_campaign=summer_event,,,,line,cpc,line.me
2025-11-11,u149,OfficialEventsClick,tablet,2025-11-10 16:32:43.000000 UTC,page_location,/surveys/149/responses/1043,,,,twitter,referral,t.co
2025-11-11,u155,purchase,tablet,2025-11-10 16:36:55.000000 UTC,ga_session_id,,6201469661976099585,,,direct,(none),(direct)
2025-11-11,u165,page_view,desktop,2025-11-10 16:41:45.000000 UTC,page_location,/official-events/1815,,,,twitter,referral,t.co
2025-11-11,u165,page_view,desktop,2025-11-10 16:42:30.000000 UTC,ga_session_id,,1010516178840450600,,,twitter,referral,t.co
2025-11-11,u168,dummy_event_05,desktop,2025-11-10 16:45:10.000000 UTC,ga_session_id,,4983528377447813652,,,google,organic,google
2025-11-11,u169,OfficialEventsClick,mobile,2025-11-10 16:44:48.000000 UTC,Click_Classes,participateBtn,,,,twitter,referral,t.co
2025-11-11,u171,OfficialEventsClick,desktop,2025-11-10 16:46:17.000000 UTC,Click_Classes,squareBtnM,,,,direct,(none),(direct)
2025-11-11,u171,dummy_event_03,desktop,2025-11-10 16:46:59.000000 UTC,ga_session_id,,7256649673970143128,,,direct,(none),(direct)
2025-11-11,u178,dummy_event_02,mobile,2025-11-10 16:51:17.000000 UTC,ga_session_id,,2730419132247873849,,,line,cpc,line.me
2025-11-11,u182,OfficialEventsClick,tablet,2025-11-10 16:52:49.000000 UTC,page_location,/surveys/182/responses/new,,,,line,cpc,line.me
2025-11-11,u186,dummy_event_02,desktop,2025-11-10 16:56:13.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u192,dummy_event_05,desktop,2025-11-10 16:59:58.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u200,dummy_event_04,tablet,2025-11-10 17:04:53.000000 UTC,ga_session_id,,498704689142759956,,,google,organic,google
2025-11-11,u201,dummy_event_04,desktop,2025-11-10 17:05:30.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u205,dummy_event_02,mobile,2025-11-10 17:07:56.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u206,page_view,tablet,2025-11-10 17:07:07.000000 UTC,ga_session_id,,1200001747255325407,,,line,cpc,line.me
2025-11-11,u210,page_view,desktop,2025-11-10 17:09:30.000000 UTC,ga_session_id,,8116006466156978307,,,line,cpc,line.me
2025-11-11,u212,page_view,tablet,2025-11-10 17:10:54.000000 UTC,page_location,/official-events/334,,,,google,organic,google
2025-11-11,u213,dummy_event_06,desktop,2025-11-10 17:12:56.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u216,login,desktop,2025-11-10 17:13:37.000000 UTC,page_location,/user/add,,,,google,organic,google
2025-11-11,u218,dummy_event_06,tablet,2025-11-10 17:16:01.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u233,dummy_event_04,tablet,2025-11-10 17:25:14.000000 UTC,ga_session_id,,5482907431621520734,,,twitter,referral,t.co
2025-11-11,u239,OfficialEventsClick,tablet,2025-11-10 17:27:58.000000 UTC,ga_session_id,,4148499348161005988,,,direct,(none),(direct)
2025-11-11,u241,OfficialEventsClick,mobile,2025-11-10 17:29:12.000000 UTC,ga_session_id,,4932673386262891667,,,twitter,referral,t.co
2025-11-11,u254,dummy_event_02,tablet,2025-11-10 17:38:09.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u256,dummy_event_06,mobile,2025-11-10 17:39:27.000000 UTC,page_location,/home,,,,google,organic,google
2025-11-11,u258,dummy_event_06,desktop,2025-11-10 17:40:41.000000 UTC,page_location,/home,,,,line,cpc,line.me
2025-11-11,u261,page_view,desktop,2025-11-10 17:41:57.000000 UTC,ga_session_id,,8524672939190176138,,,twitter,referral,t.co
2025-11-11,u265,purchase,mobile,2025-11-10 17:44:45.000000 UTC,page_location,/checkout/complete,,,,twitter,referral,t.co
2025-11-11,u267,page_view,desktop,2025-11-10 17:45:39.000000 UTC,page_location,/surveys/267/content,,,,direct,(none),(direct)
2025-11-11,u267,dummy_event_02,desktop,2025-11-10 17:46:10.000000 UTC,ga_session_id,,5744271479741017221,,,direct,(none),(direct)
2025-11-11,u269,dummy_event_05,tablet,2025-11-10 17:47:27.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u272,page_view,tablet,2025-11-10 17:47:54.000000 UTC,page_location,/official-events/994?utm_source=instagram&utm_medium=cpc&utm_campaign=winter_push,,,,google,organic,google
2025-11-11,u273,dummy_event_03,desktop,2025-11-10 17:49:53.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u285,dummy_event_02,desktop,2025-11-10 17:57:16.000000 UTC,page_location,/home,,,,twitter,referral,t.co
2025-11-11,u286,dummy_event_05,mobile,2025-11-10 17:57:56.000000 UTC,ga_session_id,,4367158282353023481,,,line,cpc,line.me
2025-11-11,u294,OfficialEventsClick,desktop,2025-11-10 18:02:08.000000 UTC,Click_Classes,squareBtnM,,,,line,cpc,line.me
